Lead Number,Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,Lead Profile,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity
634915,Landing Page Submission,Direct Traffic,No,No,1,3,527,1.5,SMS Sent,India,Media and Advertising,,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,Mumbai,02.Medium,01.High,14,17,No,Yes,SMS Sent
634911,Landing Page Submission,Google,No,No,0,3,280,3,Email Opened,India,Marketing Management,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Mumbai,02.Medium,01.High,13,18,No,Yes,Modified
634902,Landing Page Submission,Direct Traffic,No,No,1,7,1357,1.75,Page Visited on Website,India,IT Projects Management,,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Low in Relevance,No,No,Potential Lead,Thane & Outskirts,01.High,02.Medium,16,16,No,Yes,Page Visited on Website
634882,Landing Page Submission,Direct Traffic,No,No,0,27,386,5.4,Page Visited on Website,India,Rural and Agribusiness,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Potential Lead,Other Cities,01.High,02.Medium,16,15,No,Yes,Page Visited on Website
634878,Landing Page Submission,Google,No,No,1,7,1380,2.33,Email Opened,India,IT Projects Management,Multiple Sources,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,02.Medium,15,16,No,No,Email Opened
634875,Landing Page Submission,Google,No,No,1,3,48,3,Email Opened,India,IT Projects Management,Online Search,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Other Cities,02.Medium,02.Medium,14,15,No,No,Email Opened
634868,API,Olark Chat,No,No,0,0,0,0,Form Submitted on Website,India,Media and Advertising,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,,Mumbai,02.Medium,02.Medium,13,15,No,No,Modified
634857,Landing Page Submission,Direct Traffic,No,No,0,1,1034,1,Converted to Lead,India,Operations Management,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Other Cities,02.Medium,02.Medium,14,16,No,Yes,Modified
634850,API,Google,No,No,1,2,1814,2,SMS Sent,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,,02.Medium,02.Medium,14,16,No,No,Modified
634849,API,Olark Chat,No,No,0,0,0,0,SMS Sent,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,02.Medium,02.Medium,14,15,No,No,Modified
634847,API,Olark Chat,No,No,1,0,0,0,SMS Sent,India,"Banking, Investment And Insurance",,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15,18,No,No,Modified
634844,API,Google,No,No,1,2,1551,1,SMS Sent,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,02.Medium,02.Medium,15,15,No,No,SMS Sent
634843,Landing Page Submission,Organic Search,No,No,0,5,124,5,Email Opened,India,Travel and Tourism,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,,Mumbai,02.Medium,02.Medium,13,16,No,Yes,Modified
634823,API,Google,No,No,0,3,344,1,Email Opened,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,02.Medium,02.Medium,14,15,No,No,Modified
634817,Landing Page Submission,Google,No,No,1,4,1640,4,Email Opened,India,Finance Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14,20,No,No,Email Opened
634813,Lead Add Form,Reference,No,No,1,0,0,0,SMS Sent,India,Business Administration,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,01.High,15,19,No,No,SMS Sent
634799,Landing Page Submission,Direct Traffic,No,No,0,8,305,4,Email Opened,Singapore,Human Resource Management,Social Media,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Mumbai,02.Medium,01.High,14,18,No,Yes,Email Opened
634783,Landing Page Submission,Direct Traffic,No,No,0,1,111,1,Converted to Lead,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,02.Medium,01.High,14,17,No,No,Modified
634782,Landing Page Submission,Organic Search,No,No,1,3,597,3,SMS Sent,India,Media and Advertising,,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Mumbai,02.Medium,01.High,15,19,No,Yes,Modified
634779,Landing Page Submission,Direct Traffic,No,No,0,7,298,2.33,Email Opened,India,Finance Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,,Mumbai,02.Medium,01.High,14,18,No,Yes,Email Opened
634776,Landing Page Submission,Organic Search,No,No,1,5,1025,5,SMS Sent,India,Human Resource Management,,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,Mumbai,02.Medium,01.High,15,18,No,Yes,SMS Sent
634763,Landing Page Submission,Organic Search,No,No,0,2,860,2,Email Link Clicked,India,E-COMMERCE,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested  in full time MBA,Not Sure,No,No,,Mumbai,03.Low,02.Medium,12,15,No,No,Modified
634758,API,Google,No,No,0,2,889,2,Email Opened,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,,,02.Medium,02.Medium,13,15,No,No,Modified
634753,API,Google,No,No,0,2,1220,2,Email Opened,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,02.Medium,02.Medium,15,15,No,No,Modified
634731,Lead Add Form,Welingak Website,No,No,1,0,0,0,SMS Sent,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Not Sure,No,No,,,02.Medium,02.Medium,15,15,No,No,Modified
634728,Landing Page Submission,Direct Traffic,No,No,1,4,1357,2,SMS Sent,India,E-COMMERCE,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,Mumbai,01.High,02.Medium,16,15,No,Yes,SMS Sent
634708,API,Olark Chat,No,No,0,0,0,0,Olark Chat Conversation,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,01.High,02.Medium,17,15,No,No,Modified
634700,Landing Page Submission,Google,No,No,0,6,183,1.5,Email Opened,India,Operations Management,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Mumbai,02.Medium,01.High,13,18,No,Yes,Email Opened
634699,Landing Page Submission,google,Yes,No,0,4,288,4,SMS Sent,India,Others,Online Search,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Thane & Outskirts,02.Medium,02.Medium,14,14,No,No,Modified
634691,Landing Page Submission,Direct Traffic,No,No,1,2,882,2,SMS Sent,India,Business Administration,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,Mumbai,02.Medium,01.High,14,18,No,Yes,SMS Sent
634690,Landing Page Submission,Google,No,No,1,5,841,2.5,SMS Sent,India,Finance Management,Multiple Sources,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Other Cities,02.Medium,01.High,15,18,No,No,SMS Sent
634685,API,Google,No,No,0,6,247,6,Email Opened,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,02.Medium,02.Medium,14,15,No,No,Email Opened
634669,Lead Add Form,Reference,Yes,No,1,0,0,0,SMS Sent,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,,02.Medium,01.High,15,17,No,No,SMS Sent
634664,Landing Page Submission,Organic Search,No,No,1,9,869,4.5,SMS Sent,India,Human Resource Management,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Other Cities,02.Medium,02.Medium,15,16,No,Yes,SMS Sent
634647,Lead Add Form,Reference,No,No,1,2,1194,2,SMS Sent,India,Finance Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,01.High,14,19,No,No,SMS Sent
634642,Landing Page Submission,Organic Search,No,No,0,4,246,4,Email Opened,India,Finance Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,,Other Metro Cities,02.Medium,02.Medium,14,16,No,Yes,Modified
634641,Landing Page Submission,Direct Traffic,No,No,0,3,261,3,Email Link Clicked,India,"Banking, Investment And Insurance",,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Mumbai,02.Medium,01.High,13,18,No,Yes,Modified
634636,API,Olark Chat,No,No,0,0,0,0,Email Opened,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,01.High,02.Medium,16,15,No,No,Modified
634632,Lead Add Form,Reference,No,No,1,0,0,0,SMS Sent,India,Others,,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,,02.Medium,01.High,14,17,No,No,SMS Sent
634631,Landing Page Submission,Direct Traffic,No,No,0,2,258,2,Email Opened,India,"Banking, Investment And Insurance",,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Other Metro Cities,02.Medium,02.Medium,14,16,No,Yes,Email Opened
634627,Landing Page Submission,Organic Search,No,No,1,3,140,3,SMS Sent,India,International Business,,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Other Cities of Maharashtra,02.Medium,01.High,15,19,No,Yes,Modified
634618,Quick Add Form,,Yes,No,1,,2217,,Email Bounced,India,E-COMMERCE,Social Media,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Other Metro Cities,02.Medium,02.Medium,14,13,No,No,Modified
634607,Landing Page Submission,Google,No,No,0,2,399,2,Email Opened,India,Finance Management,Social Media,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,,Thane & Outskirts,02.Medium,01.High,14,17,No,No,Modified
634595,Landing Page Submission,Organic Search,No,No,0,4,1255,4,SMS Sent,India,Travel and Tourism,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,,Mumbai,02.Medium,02.Medium,13,16,No,Yes,Modified
634594,Landing Page Submission,Google,No,No,0,5,0,2.5,Email Opened,India,Finance Management,Social Media,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14,20,No,No,Modified
634592,Landing Page Submission,Google,No,No,1,4,1552,4,Email Opened,India,"Banking, Investment And Insurance",Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15,20,No,No,Modified
634560,Landing Page Submission,Organic Search,No,No,0,6,1565,6,Form Submitted on Website,India,Human Resource Management,Online Search,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Mumbai,03.Low,01.High,12,18,No,Yes,Modified
634536,Landing Page Submission,Direct Traffic,Yes,No,0,1,162,1,Email Bounced,India,IT Projects Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Low in Relevance,No,No,Other Leads,Tier II Cities,02.Medium,02.Medium,15,14,No,Yes,Modified
634529,Landing Page Submission,Google,No,No,0,6,365,3,Email Link Clicked,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,,Mumbai,02.Medium,01.High,13,18,No,No,Modified
634513,API,Organic Search,No,No,1,5,8,5,SMS Sent,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,,02.Medium,02.Medium,14,15,No,No,SMS Sent
634511,API,Olark Chat,No,No,0,1,72,1,Email Opened,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,02.Medium,02.Medium,14,15,No,No,Email Opened
634484,Landing Page Submission,Direct Traffic,No,No,0,2,1680,2,Email Opened,India,Marketing Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,,Mumbai,02.Medium,01.High,13,18,No,Yes,Email Opened
634478,Landing Page Submission,Google,No,No,0,4,93,1.33,Email Opened,India,Business Administration,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,,Thane & Outskirts,02.Medium,01.High,14,17,No,Yes,Modified
634474,Landing Page Submission,Google,No,No,0,4,278,4,Email Opened,India,Finance Management,SMS,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,,Mumbai,02.Medium,01.High,14,18,No,No,Email Opened
634466,API,Google,No,No,1,4,1524,1.33,SMS Sent,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,,02.Medium,02.Medium,15,15,No,No,SMS Sent
634459,Landing Page Submission,Direct Traffic,No,No,0,4,325,2,Email Opened,India,Supply Chain Management,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Mumbai,02.Medium,01.High,14,18,No,Yes,Email Opened
634422,Landing Page Submission,Google,No,No,0,4,602,2,Email Opened,India,Finance Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,,Mumbai,02.Medium,01.High,13,18,No,No,Modified
634396,Landing Page Submission,Direct Traffic,No,No,1,4,1054,4,SMS Sent,India,IT Projects Management,Online Search,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,Mumbai,02.Medium,02.Medium,15,15,No,Yes,SMS Sent
634389,API,Organic Search,No,No,0,7,356,7,Email Opened,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,02.Medium,02.Medium,14,15,No,No,Email Opened
634368,Landing Page Submission,Direct Traffic,No,No,0,7,218,3.5,Email Opened,India,"Banking, Investment And Insurance",Word Of Mouth,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Mumbai,02.Medium,01.High,14,18,No,No,Modified
634356,API,Olark Chat,No,No,0,0,0,0,Email Opened,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,01.High,02.Medium,16,15,No,No,Modified
634343,Landing Page Submission,Google,No,No,1,7,602,7,Email Opened,India,IT Projects Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,,Other Cities of Maharashtra,02.Medium,02.Medium,15,14,No,No,Email Opened
634320,Landing Page Submission,Direct Traffic,No,No,1,2,1138,2,SMS Sent,India,Supply Chain Management,,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,Mumbai,02.Medium,01.High,14,18,No,Yes,SMS Sent
634314,Landing Page Submission,Direct Traffic,No,No,1,2,1638,2,SMS Sent,India,Operations Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,Other Cities of Maharashtra,02.Medium,01.High,14,17,No,Yes,SMS Sent
634310,API,Direct Traffic,No,No,0,17,250,4.25,Form Submitted on Website,India,Human Resource Management,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Mumbai,02.Medium,02.Medium,15,16,No,Yes,Modified
634306,Landing Page Submission,Direct Traffic,No,No,0,6,299,2,Email Opened,India,Business Administration,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14,20,No,No,Modified
634298,API,Olark Chat,No,No,1,0,0,0,SMS Sent,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,02.Medium,02.Medium,15,15,No,No,SMS Sent
634271,API,Olark Chat,No,No,1,0,0,0,SMS Sent,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,,02.Medium,02.Medium,15,15,No,No,SMS Sent
634263,Landing Page Submission,Google,No,No,0,5,70,5,Email Opened,India,Marketing Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,,Mumbai,02.Medium,01.High,14,18,No,No,Email Opened
634254,Lead Add Form,Reference,No,No,1,0,0,0,Email Opened,India,Human Resource Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Other Cities,,,,,No,No,Email Opened
634244,Lead Add Form,Reference,No,No,1,0,0,0,Email Opened,India,Finance Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,01.High,15,19,No,No,Email Opened
634237,Lead Add Form,Reference,Yes,No,1,0,0,0,SMS Sent,India,Finance Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,,,,,,No,No,SMS Sent
634228,Lead Add Form,Reference,No,No,1,0,0,0,SMS Sent,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,,,,,,No,No,SMS Sent
634222,API,Google,No,No,0,2,397,1,Email Opened,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Modified
634217,API,Olark Chat,No,No,1,0,0,0,Email Opened,India,Business Administration,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Other Cities,02.Medium,02.Medium,15,16,No,No,Email Opened
634213,API,Google,No,No,0,3,49,3,Converted to Lead,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Modified
634190,API,Olark Chat,No,No,0,0,0,0,Email Opened,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,,,02.Medium,02.Medium,14,15,No,No,Modified
634175,Landing Page Submission,Google,No,No,0,4,115,2,Page Visited on Website,India,IT Projects Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,,Mumbai,02.Medium,02.Medium,14,15,No,No,Page Visited on Website
634167,API,Olark Chat,No,No,0,0,0,0,Email Link Clicked,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,02.Medium,02.Medium,15,15,No,No,Modified
634153,API,Google,No,No,1,2,673,2,Email Opened,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,02.Medium,02.Medium,14,15,No,No,Email Opened
634127,Landing Page Submission,Organic Search,No,No,0,7,260,7,Olark Chat Conversation,India,Rural and Agribusiness,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,,Other Cities,02.Medium,02.Medium,15,13,No,Yes,Modified
634125,API,Google,No,No,1,2,103,1,SMS Sent,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,,01.High,02.Medium,16,15,No,No,SMS Sent
634106,API,Olark Chat,No,No,0,0,0,0,Email Opened,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,02.Medium,02.Medium,14,15,No,No,Email Opened
634102,Lead Add Form,Reference,No,No,1,0,0,0,SMS Sent,India,Marketing Management,,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,,,,,,No,No,SMS Sent
634094,API,Google,No,No,1,4,659,4,SMS Sent,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,SMS Sent
634092,Landing Page Submission,Direct Traffic,No,No,1,9,1150,4.5,Email Opened,Germany,Finance Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,,Other Cities,02.Medium,02.Medium,15,16,No,No,Email Opened
634084,API,Olark Chat,No,No,0,0,0,0,Olark Chat Conversation,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Diploma holder (Not Eligible),Not Sure,No,No,,,,,,,No,No,Modified
634083,API,Olark Chat,No,No,0,0,0,0,Olark Chat Conversation,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,Not Sure,No,No,,,03.Low,02.Medium,12,15,No,No,Modified
634082,Landing Page Submission,Google,No,No,0,3,26,3,SMS Sent,India,"Banking, Investment And Insurance",Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,Not Sure,No,No,,Mumbai,03.Low,01.High,10,18,No,No,Modified
634078,Landing Page Submission,Google,Yes,No,0,2,33,2,Unsubscribed,India,Business Administration,Word Of Mouth,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Mumbai,02.Medium,01.High,14,18,No,No,Unsubscribed
634068,Lead Add Form,Reference,Yes,No,1,0,0,0,SMS Sent,India,"Banking, Investment And Insurance",,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,,,,,,No,No,SMS Sent
634060,Lead Add Form,Welingak Website,No,No,1,0,0,0,Email Opened,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Email Opened
634057,Landing Page Submission,Organic Search,No,No,1,3,1394,3,SMS Sent,India,Supply Chain Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Other Cities,,,,,No,Yes,SMS Sent
634056,Lead Add Form,Reference,No,No,1,0,0,0,Email Opened,India,"Banking, Investment And Insurance",,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,,,,,,No,No,Email Opened
634053,API,Google,No,No,1,2,1494,1,Email Opened,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Email Opened
634051,Lead Add Form,Reference,No,No,1,0,0,0,SMS Sent,India,Marketing Management,,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,,,,,,No,No,SMS Sent
634047,Lead Add Form,Reference,No,No,1,,1721,,,India,Operations Management,,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,Might be,No,No,Potential Lead,,,,,,No,No,Modified
634043,Lead Add Form,Reference,No,No,1,0,0,0,SMS Sent,India,Marketing Management,,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,,,,,,No,No,SMS Sent
634040,Lead Add Form,Reference,No,No,1,0,0,0,SMS Sent,India,Business Administration,,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,,,,,,No,No,SMS Sent
634036,Lead Add Form,Reference,No,No,1,0,0,0,Email Opened,India,Marketing Management,,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,,,,,,No,No,Email Opened
634029,Lead Add Form,Reference,No,No,1,,28,,Had a Phone Conversation,India,Business Administration,,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Potential Lead,,02.Medium,01.High,14,19,No,No,Modified
634027,Lead Add Form,Reference,No,No,1,0,0,0,SMS Sent,India,Finance Management,,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,,,,,,No,No,SMS Sent
634024,Lead Add Form,Reference,No,No,1,0,0,0,SMS Sent,India,Human Resource Management,,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,,,,,,No,No,SMS Sent
634019,API,Google,No,No,0,1,205,1,Converted to Lead,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,,,02.Medium,02.Medium,14,15,No,No,Modified
634018,Lead Add Form,Reference,No,No,1,0,0,0,SMS Sent,India,Human Resource Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,,,,,No,No,SMS Sent
634015,Lead Add Form,Reference,No,No,1,0,0,0,SMS Sent,India,Marketing Management,,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,,,,,,No,No,SMS Sent
633999,Landing Page Submission,Google,No,No,0,6,478,3,Email Opened,India,Operations Management,Online Search,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Mumbai,02.Medium,01.High,14,18,No,No,Email Opened
633998,Landing Page Submission,Organic Search,No,No,0,8,61,4,Email Opened,India,Marketing Management,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Other Cities of Maharashtra,02.Medium,01.High,14,17,No,Yes,Email Opened
633996,Landing Page Submission,Organic Search,No,No,1,8,898,4,SMS Sent,India,Travel and Tourism,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,,Mumbai,02.Medium,02.Medium,15,16,No,Yes,Modified
633990,API,Olark Chat,No,No,0,0,0,0,Olark Chat Conversation,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,,,02.Medium,02.Medium,15,15,No,No,Modified
633983,Landing Page Submission,Google,No,No,0,5,1337,5,SMS Sent,India,Finance Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,,Mumbai,02.Medium,01.High,14,18,No,No,Modified
633971,API,Olark Chat,No,No,0,0,0,0,Email Link Clicked,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Email Link Clicked
