Lead Number,Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,Lead Profile,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity
630783,Lead Add Form,Reference,0,0,1,0.0,0,0.0,SMS Sent,India,Others,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,4,0,0,Missing,Missing,Missing,Missing,Missing,Missing,0,0,SMS Sent
630779,Lead Add Form,Reference,0,0,1,Missing,1995,Missing,Missing,India,Others,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,4,0,0,Missing,Missing,Missing,Missing,Missing,Missing,0,0,Modified
630777,Lead Add Form,Reference,0,0,1,0.0,0,0.0,SMS Sent,India,Others,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Lateral student,4,0,0,Missing,Missing,Missing,Missing,Missing,Missing,0,0,SMS Sent
630775,Lead Add Form,Reference,0,0,1,1.0,1247,1.0,Email Link Clicked,India,Others,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Lost to EINS,4,0,0,Missing,Missing,Missing,Missing,Missing,Missing,0,0,Modified
630773,Landing Page Submission,Google,0,0,0,5.0,1049,5.0,SMS Sent,India,Marketing Management,Advertisements,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Mumbai,Missing,Missing,Missing,Missing,0,0,SMS Sent
630765,API,Google,0,0,0,2.0,234,2.0,SMS Sent,India,Others,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,3,0,0,Missing,Missing,Missing,Missing,Missing,Missing,0,0,Modified
630760,Landing Page Submission,Direct Traffic,0,0,0,2.0,450,2.0,SMS Sent,India,Finance Management,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,3,0,0,Missing,Other Cities,Missing,Missing,Missing,Missing,0,1,Modified
630757,API,Google,0,0,0,2.0,64,1.0,Page Visited on Website,India,Others,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Missing,2,2,15.0,15.0,0,0,Modified
630751,API,Google,0,0,0,2.0,1048,2.0,SMS Sent,India,Others,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,4,0,0,Missing,Missing,Missing,Missing,Missing,Missing,0,0,SMS Sent
630746,Landing Page Submission,Google,0,0,0,8.0,18,2.0,Email Opened,India,Finance Management,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Mumbai,2,3,13.0,18.0,0,1,Email Opened
630740,Landing Page Submission,Direct Traffic,0,0,0,2.0,1492,2.0,Email Opened,India,Rural and Agribusiness,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,4,0,0,Potential Lead,Other Cities of Maharashtra,2,2,14.0,16.0,0,1,Email Opened
630736,Lead Add Form,Reference,0,0,1,0.0,0,0.0,SMS Sent,India,Healthcare Management,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,4,0,0,Missing,Missing,Missing,Missing,Missing,Missing,0,0,SMS Sent
630730,API,Google,0,0,0,2.0,312,2.0,Olark Chat Conversation,India,Others,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Missing,Missing,Missing,Missing,Missing,0,0,Modified
630728,Landing Page Submission,Direct Traffic,0,0,1,4.0,906,4.0,SMS Sent,India,Finance Management,Missing,Student,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,4,0,0,Missing,Other Cities,Missing,Missing,Missing,Missing,0,1,SMS Sent
630727,Landing Page Submission,Direct Traffic,0,0,0,4.0,1095,4.0,SMS Sent,India,Marketing Management,Online Search,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Other Cities of Maharashtra,Missing,Missing,Missing,Missing,0,0,SMS Sent
630722,API,Google,0,0,0,2.0,1283,1.0,Email Opened,India,Others,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,3,0,0,Missing,Missing,Missing,Missing,Missing,Missing,0,0,Email Opened
630715,Landing Page Submission,Google,0,0,0,4.0,400,4.0,Email Opened,India,Marketing Management,Online Search,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Thane & Outskirts,Missing,Missing,Missing,Missing,0,0,Email Opened
630712,API,Google,0,0,0,2.0,130,1.0,SMS Sent,India,Others,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Diploma holder (Not Eligible),4,0,0,Missing,Missing,Missing,Missing,Missing,Missing,0,0,Modified
630706,API,Organic Search,0,0,1,4.0,266,2.0,SMS Sent,India,Others,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Missing,Missing,Missing,Missing,Missing,0,0,SMS Sent
630701,API,Organic Search,0,0,0,8.0,58,2.67,Email Opened,India,Others,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,1,0,0,Other Leads,Missing,2,2,13.0,14.0,0,0,Modified
630695,Landing Page Submission,Google,0,0,1,6.0,1234,2.0,Email Opened,India,Human Resource Management,Other,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,2,0,0,Potential Lead,Other Cities,Missing,Missing,Missing,Missing,0,0,Email Opened
630689,API,Olark Chat,0,0,1,0.0,0,0.0,Email Opened,India,Others,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Missing,Missing,Missing,Missing,Missing,0,0,Email Opened
630667,API,Google,0,0,0,2.0,507,1.0,Email Opened,India,Marketing Management,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Not doing further education,1,0,0,Other Leads,Missing,Missing,Missing,Missing,Missing,0,0,Modified
630663,API,Organic Search,1,0,0,2.0,274,2.0,Email Bounced,India,Others,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Missing,Missing,Missing,Missing,Missing,0,0,Modified
630661,Landing Page Submission,Google,0,0,1,3.0,1248,3.0,SMS Sent,India,Travel and Tourism,Online Search,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Mumbai,2,2,15.0,16.0,0,0,SMS Sent
630654,API,Organic Search,1,0,1,3.0,949,3.0,SMS Sent,India,Marketing Management,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,4,0,0,Potential Lead,Missing,Missing,Missing,Missing,Missing,0,0,SMS Sent
630648,Landing Page Submission,Google,0,0,0,6.0,763,3.0,Email Opened,India,Finance Management,Social Media,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,3,0,0,Missing,Mumbai,Missing,Missing,Missing,Missing,0,0,Email Opened
630630,API,Google,0,0,0,2.0,33,1.0,Olark Chat Conversation,India,Others,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Missing,Missing,Missing,Missing,Missing,0,0,Modified
630628,Landing Page Submission,Direct Traffic,0,0,0,2.0,298,2.0,Email Opened,India,Finance Management,Student of SomeSchool,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,3,0,0,Missing,Mumbai,Missing,Missing,Missing,Missing,0,0,Email Opened
630627,Landing Page Submission,Google,0,0,1,4.0,1554,4.0,SMS Sent,India,Finance Management,Online Search,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Mumbai,Missing,Missing,Missing,Missing,0,0,SMS Sent
630623,API,Olark Chat,0,0,0,0.0,0,0.0,Olark Chat Conversation,India,Others,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Missing,Missing,Missing,Missing,Missing,0,0,Modified
630610,Landing Page Submission,Google,0,0,0,7.0,137,3.5,Email Opened,India,Retail Management,Online Search,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Mumbai,Missing,Missing,Missing,Missing,0,0,Email Opened
630603,API,Google,0,0,1,8.0,1054,2.67,Email Opened,India,Rural and Agribusiness,Student of SomeSchool,Unemployed,Missing,0,0,0,0,0,0,0,0,Lost to EINS,3,0,0,Missing,Other Cities of Maharashtra,Missing,Missing,Missing,Missing,0,0,Modified
630597,Lead Add Form,Reference,0,0,0,Missing,278,Missing,Missing,India,Human Resource Management,Missing,Working Professional,Flexibility & Convenience,0,0,0,0,0,0,0,0,Interested in other courses,2,0,0,Potential Lead,Thane & Outskirts,2,3,13.0,19.0,0,0,Modified
630589,API,Olark Chat,0,0,1,0.0,0,0.0,Email Opened,India,Others,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Missing,Missing,Missing,Missing,Missing,0,0,Email Opened
630568,API,Google,0,0,0,3.0,254,3.0,Page Visited on Website,India,Others,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Missing,Missing,Missing,Missing,Missing,0,0,Page Visited on Website
630564,Landing Page Submission,Google,0,0,0,6.0,239,6.0,Email Opened,India,Human Resource Management,Student of SomeSchool,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,3,0,0,Missing,Mumbai,Missing,Missing,Missing,Missing,0,0,Email Opened
630552,API,Olark Chat,0,0,1,0.0,0,0.0,Resubscribed to emails,India,Others,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Lost to EINS,3,0,0,Missing,Missing,Missing,Missing,Missing,Missing,0,0,Resubscribed to emails
630550,Lead Add Form,Reference,0,0,1,0.0,0,0.0,SMS Sent,India,Marketing Management,Missing,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,4,0,0,Missing,Missing,Missing,Missing,Missing,Missing,0,0,SMS Sent
630529,API,Google,0,0,1,3.0,519,1.0,Email Opened,India,Others,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Missing,Missing,Missing,Missing,Missing,0,0,Email Opened
630515,Landing Page Submission,Google,0,0,0,4.0,464,4.0,SMS Sent,Australia,Supply Chain Management,Online Search,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Other Cities,Missing,Missing,Missing,Missing,0,0,Modified
630510,Landing Page Submission,Direct Traffic,0,0,1,4.0,390,4.0,Email Opened,India,"Banking, Investment And Insurance",Multiple Sources,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,2,0,0,Dual Specialization Student,Other Metro Cities,Missing,Missing,Missing,Missing,0,0,Email Opened
630485,Landing Page Submission,Direct Traffic,0,0,1,5.0,992,1.25,Email Opened,India,Human Resource Management,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,2,0,0,Potential Lead,Mumbai,2,3,15.0,20.0,0,1,Email Opened
630462,Landing Page Submission,Organic Search,0,0,1,4.0,813,2.0,SMS Sent,India,Travel and Tourism,Missing,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,4,0,0,Potential Lead,Other Cities,Missing,Missing,Missing,Missing,0,1,SMS Sent
630446,Landing Page Submission,Google,0,0,0,8.0,75,8.0,Email Opened,India,Human Resource Management,Online Search,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Other Cities,Missing,Missing,Missing,Missing,0,0,Email Opened
630437,API,Olark Chat,0,0,1,0.0,0,0.0,SMS Sent,India,Others,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Missing,Missing,Missing,Missing,Missing,0,0,SMS Sent
630428,API,Direct Traffic,0,0,1,3.0,1099,1.5,SMS Sent,India,Others,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,4,0,0,Missing,Missing,2,2,15.0,15.0,0,0,SMS Sent
630427,Lead Add Form,Reference,0,0,1,0.0,0,0.0,SMS Sent,India,Human Resource Management,Missing,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,5,0,0,Potential Lead,Missing,Missing,Missing,Missing,Missing,0,0,SMS Sent
630423,Landing Page Submission,Google,0,0,0,8.0,350,8.0,Page Visited on Website,India,Retail Management,Online Search,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Other Cities of Maharashtra,Missing,Missing,Missing,Missing,0,1,Page Visited on Website
630422,Landing Page Submission,Google,0,0,0,10.0,524,1.67,Page Visited on Website,India,Human Resource Management,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,3,0,0,Missing,Mumbai,3,3,17.0,18.0,0,1,Modified
630405,Landing Page Submission,Google,0,0,0,11.0,287,11.0,Email Opened,India,IT Projects Management,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Mumbai,Missing,Missing,Missing,Missing,0,1,Modified
630403,Landing Page Submission,Direct Traffic,0,0,0,4.0,204,4.0,Email Opened,India,International Business,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,3,0,0,Missing,Other Metro Cities,Missing,Missing,Missing,Missing,0,1,Email Opened
630390,Landing Page Submission,Google,0,0,1,3.0,664,3.0,SMS Sent,India,Marketing Management,Word Of Mouth,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Other Metro Cities,Missing,Missing,Missing,Missing,0,0,SMS Sent
630386,Landing Page Submission,Organic Search,0,0,0,7.0,231,7.0,SMS Sent,India,Healthcare Management,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,3,0,0,Missing,Mumbai,Missing,Missing,Missing,Missing,0,1,Modified
630385,API,Olark Chat,0,0,1,3.0,1580,1.0,Page Visited on Website,India,Finance Management,Student of SomeSchool,Unemployed,Missing,0,0,0,0,0,0,0,0,Lost to EINS,3,0,0,Missing,Mumbai,Missing,Missing,Missing,Missing,0,0,Modified
630367,API,Google,0,0,1,4.0,998,1.33,SMS Sent,India,Others,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Missing,Missing,Missing,Missing,Missing,0,0,SMS Sent
630339,Landing Page Submission,Organic Search,0,0,0,4.0,1060,4.0,SMS Sent,India,Business Administration,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Other Cities,Missing,Missing,Missing,Missing,0,1,SMS Sent
630335,API,Google,0,0,0,3.0,232,3.0,Olark Chat Conversation,India,Others,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,3,0,0,Missing,Missing,Missing,Missing,Missing,Missing,0,0,Modified
630331,API,Google,0,0,1,4.0,1656,2.0,Olark Chat Conversation,India,Others,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Graduation in progress,4,0,0,Potential Lead,Missing,3,2,16.0,16.0,0,0,Modified
630287,Landing Page Submission,Direct Traffic,0,0,1,5.0,959,2.5,SMS Sent,India,Human Resource Management,Student of SomeSchool,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,4,0,0,Missing,Tier II Cities,2,3,15.0,17.0,0,0,SMS Sent
630262,Landing Page Submission,Organic Search,1,0,0,3.0,443,1.5,Unreachable,India,Supply Chain Management,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Other Cities,1,2,12.0,16.0,0,0,Modified
630244,API,Olark Chat,0,0,0,0.0,0,0.0,Olark Chat Conversation,India,Others,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Missing,Missing,Missing,Missing,Missing,0,0,Modified
630222,Landing Page Submission,Direct Traffic,0,0,0,23.0,351,3.83,Page Visited on Website,India,"Banking, Investment And Insurance",Online Search,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,3,0,0,Potential Lead,Mumbai,2,3,14.0,20.0,0,1,Page Visited on Website
630219,API,Olark Chat,0,0,0,0.0,0,0.0,Olark Chat Conversation,India,Others,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Missing,Missing,Missing,Missing,Missing,0,0,Modified
630200,Landing Page Submission,Google,0,0,1,5.0,1925,5.0,SMS Sent,India,International Business,Student of SomeSchool,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,4,0,0,Missing,Thane & Outskirts,Missing,Missing,Missing,Missing,0,0,SMS Sent
630193,API,Olark Chat,0,0,0,0.0,0,0.0,Email Opened,India,Others,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Missing,Missing,Missing,Missing,Missing,0,0,Modified
630170,Landing Page Submission,Direct Traffic,0,0,1,2.0,503,2.0,SMS Sent,India,Marketing Management,Online Search,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,4,0,0,Missing,Other Metro Cities,Missing,Missing,Missing,Missing,0,0,SMS Sent
630168,Landing Page Submission,Organic Search,0,0,0,3.0,1046,3.0,SMS Sent,India,Healthcare Management,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Mumbai,Missing,Missing,Missing,Missing,0,1,SMS Sent
630158,Landing Page Submission,Direct Traffic,0,0,0,2.0,208,2.0,SMS Sent,India,Operations Management,Online Search,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Mumbai,Missing,Missing,Missing,Missing,0,0,SMS Sent
630139,API,Organic Search,0,0,0,2.0,268,2.0,Converted to Lead,India,Others,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Missing,Missing,Missing,Missing,Missing,0,0,Modified
630135,Landing Page Submission,Direct Traffic,0,0,0,2.0,260,2.0,Email Opened,India,Human Resource Management,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,4,0,0,Missing,Mumbai,Missing,Missing,Missing,Missing,0,1,Email Opened
630128,Landing Page Submission,Direct Traffic,1,0,0,2.0,305,2.0,SMS Sent,India,Supply Chain Management,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,1,0,0,Missing,Other Metro Cities,Missing,Missing,Missing,Missing,0,1,Modified
630127,Landing Page Submission,Organic Search,0,0,1,9.0,181,4.5,SMS Sent,India,Human Resource Management,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Busy,3,0,0,Potential Lead,Mumbai,Missing,Missing,Missing,Missing,0,1,SMS Sent
630118,API,Olark Chat,0,0,0,0.0,0,0.0,Olark Chat Conversation,India,Others,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Missing,Missing,Missing,Missing,Missing,0,0,Modified
630088,Landing Page Submission,Direct Traffic,1,0,0,2.0,358,2.0,Page Visited on Website,India,Services Excellence,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Other Cities,Missing,Missing,Missing,Missing,0,1,Page Visited on Website
630083,API,Olark Chat,0,0,0,0.0,0,0.0,Olark Chat Conversation,India,Others,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Missing,Missing,Missing,Missing,Missing,0,0,Olark Chat Conversation
630079,Landing Page Submission,Organic Search,1,0,0,5.0,71,5.0,SMS Sent,India,Supply Chain Management,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Other Metro Cities,Missing,Missing,Missing,Missing,0,1,SMS Sent
630052,API,Olark Chat,0,0,0,0.0,0,0.0,Olark Chat Conversation,India,Others,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Missing,Missing,Missing,Missing,Missing,0,0,Modified
630042,Landing Page Submission,Direct Traffic,0,0,0,5.0,2,2.5,Form Submitted on Website,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,3,0,0,Potential Lead,Mumbai,2,3,13.0,20.0,0,1,Modified
630041,API,Olark Chat,0,0,0,0.0,0,0.0,Email Opened,India,Others,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Missing,Missing,Missing,Missing,Missing,0,0,Email Opened
630039,API,Olark Chat,0,0,0,0.0,0,0.0,Olark Chat Conversation,India,Others,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Missing,Missing,Missing,Missing,Missing,0,0,Modified
630013,Landing Page Submission,Direct Traffic,0,0,0,2.0,412,2.0,Email Opened,India,E-COMMERCE,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Mumbai,Missing,Missing,Missing,Missing,0,1,Email Opened
630010,Landing Page Submission,Direct Traffic,0,0,1,4.0,2094,4.0,SMS Sent,India,E-Business,Missing,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,4,0,0,Missing,Mumbai,Missing,Missing,Missing,Missing,0,1,SMS Sent
630003,API,Google,0,0,0,3.0,1188,3.0,Page Visited on Website,India,International Business,Word Of Mouth,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Mumbai,Missing,Missing,Missing,Missing,0,0,Page Visited on Website
630001,Landing Page Submission,Google,0,0,0,7.0,402,7.0,Page Visited on Website,India,Marketing Management,SMS,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Mumbai,Missing,Missing,Missing,Missing,0,0,Page Visited on Website
629976,API,Olark Chat,1,0,0,0.0,0,0.0,Email Bounced,India,Others,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Missing,Missing,Missing,Missing,Missing,0,0,Modified
629971,API,Olark Chat,0,0,0,0.0,0,0.0,Olark Chat Conversation,India,Others,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Missing,Missing,Missing,Missing,Missing,0,0,Modified
629969,Landing Page Submission,Direct Traffic,0,0,0,2.0,903,2.0,SMS Sent,India,Business Administration,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Mumbai,Missing,Missing,Missing,Missing,0,1,SMS Sent
629964,API,Google,0,0,1,2.0,1485,2.0,Email Opened,India,Healthcare Management,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,2,0,0,Potential Lead,Mumbai,Missing,Missing,Missing,Missing,0,0,Modified
629956,Landing Page Submission,Direct Traffic,0,0,1,6.0,94,2.0,SMS Sent,India,Healthcare Management,Missing,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,4,0,0,Missing,Other Cities,Missing,Missing,Missing,Missing,0,1,SMS Sent
629955,Landing Page Submission,Direct Traffic,1,0,0,2.0,1577,2.0,SMS Sent,India,Hospitality Management,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Thane & Outskirts,Missing,Missing,Missing,Missing,0,1,Modified
629942,API,Olark Chat,0,0,0,0.0,0,0.0,Olark Chat Conversation,India,Others,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Missing,Missing,Missing,Missing,Missing,0,0,Modified
629940,API,Google,0,0,1,2.0,997,2.0,Email Opened,India,Marketing Management,Missing,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,2,0,0,Potential Lead,Mumbai,Missing,Missing,Missing,Missing,0,0,Email Opened
629932,API,Organic Search,0,0,0,4.0,358,4.0,SMS Sent,India,Others,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,3,0,0,Missing,Missing,Missing,Missing,Missing,Missing,0,0,SMS Sent
629925,API,Olark Chat,0,0,0,0.0,0,0.0,Olark Chat Conversation,India,Others,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,1,0,0,Student of SomeSchool,Missing,Missing,Missing,Missing,Missing,0,0,Olark Chat Conversation
629918,API,Olark Chat,0,0,0,0.0,0,0.0,Email Link Clicked,India,Others,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Missing,Missing,Missing,Missing,Missing,0,0,Email Link Clicked
629916,API,Olark Chat,0,0,0,0.0,0,0.0,Email Link Clicked,India,Others,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Missing,Missing,Missing,Missing,Missing,0,0,Email Link Clicked
629915,API,Google,0,0,0,2.0,37,1.0,Converted to Lead,India,Others,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Missing,Missing,Missing,Missing,Missing,0,0,Modified
629912,API,Olark Chat,0,0,0,0.0,0,0.0,Unreachable,India,Others,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Missing,Missing,Missing,Missing,Missing,0,0,Unreachable
629911,Landing Page Submission,Direct Traffic,0,0,0,7.0,62,1.75,Email Opened,India,Marketing Management,Online Search,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Other Cities,2,2,14.0,16.0,0,1,Email Opened
629908,Landing Page Submission,Organic Search,0,0,0,5.0,134,5.0,Email Opened,India,Travel and Tourism,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Mumbai,Missing,Missing,Missing,Missing,0,1,Email Opened
629884,Landing Page Submission,Google,0,0,1,4.0,1237,4.0,SMS Sent,India,Finance Management,Online Search,Student,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,4,0,0,Missing,Mumbai,Missing,Missing,Missing,Missing,0,0,SMS Sent
629882,API,Olark Chat,0,0,0,0.0,0,0.0,Olark Chat Conversation,India,Others,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Missing,Missing,Missing,Missing,Missing,0,0,Modified
629876,API,Olark Chat,0,0,0,0.0,0,0.0,Olark Chat Conversation,India,Others,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Missing,Missing,Missing,Missing,Missing,0,0,Modified
629872,Landing Page Submission,Direct Traffic,0,0,0,2.0,320,2.0,Email Opened,India,Marketing Management,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Thane & Outskirts,Missing,Missing,Missing,Missing,0,1,Email Opened
